branch	mode	backend	category	language	test	status	exit_code	duration_seconds	command	log
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::scheduler::replayer::tests::test_respect_branch_context_switch	PASS	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::scheduler::replayer::tests::test_respect_branch_count	PASS	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::scheduler::test::futex_wake_bitset_only_selects_intersecting_waiters	PASS	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::scheduler::test::test_my_thread_group1	PASS	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::scheduler::test::test_my_thread_group2	PASS	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::syscalls::files::test::linux_flags_assumptions	PASS	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::syscalls::helpers::tests::connect_nonblocking_results	PASS	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::syscalls::helpers::tests::signal_interruption_errno_matches_linux_restart_policy	PASS	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::syscalls::helpers::tests::timespec_validation_and_saturation	PASS	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::syscalls::threads::tests::futex_timeout_rejects_invalid_timespecs	PASS	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::syscalls::threads::tests::futex_timeout_units_and_modes_match_linux	PASS	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::tests::cpuid_interception_fallback_remains_available	PASS	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::tests::strict_cpuid_requires_interception	PASS	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::tool_local::file_metadata_tests::equal_fd_dup_preserves_descriptor_flags	PASS	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::tool_local::file_metadata_tests::exec_reports_only_cloexec_open_files_with_no_other_aliases	PASS	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::tool_local::file_metadata_tests::fork_copies_slots_but_preserves_open_file_aliases	PASS	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::tool_local::file_metadata_tests::last_open_file_alias_survives_dup_and_fork	PASS	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::collections::replay_cursor::tests::test_next	PASS	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::collections::replay_cursor::tests::test_peek	PASS	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::collections::replay_cursor::tests::test_peek_empty	PASS	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::collections::replay_cursor::tests::test_peek_nth	PASS	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::collections::replay_cursor::tests::test_peek_pair	PASS	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::collections::replay_cursor::tests::test_peek_pair_empty	PASS	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::collections::replay_cursor::tests::test_peek_pair_one	PASS	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::futex::tests::clone_vm_controls_private_futex_aliasing	PASS	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::futex::tests::shared_futexes_alias_by_object_and_offset	PASS	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::pedigree::test::display_pedigree	PASS	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::pedigree::test::test_longest_run	PASS	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::pedigree::test::test_pedigree_basic	PASS	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::pedigree::test::test_pedigree_many_forks	PASS	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::pedigree::test::test_pedigree_overflow	PASS	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::time::clock_reads_use_fine_grained_ticks	PASS	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::time::concurrent_wall_clock_advances_past_another_threads_maximum	PASS	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::time::concurrent_wall_clock_does_not_sum_thread_work	PASS	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::time::print_nanoseconds	PASS	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::time::retiring_threads_preserve_time_and_allow_tid_reuse	PASS	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::time::subsecond_units_are_converted_from_nanoseconds	PASS	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::tests::global_test_filter_applies_on_spawned_threads	PASS	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::test::test_from_hex	PASS	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::bubbles::tests::test_bubble_sort_distance	PASS	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::bubbles::tests::test_bubble_sort_distance_mismatch	PASS	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::bubbles::tests::test_bubble_sort_iterator	PASS	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::bubbles::tests::test_bubble_sort_iterator_mismatch	PASS	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::bubbles::tests::test_expanted_perm	PASS	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::bubbles::tests::test_find_sortable_range	PASS	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::bubbles::tests::test_get_permutations	PASS	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::bubbles::tests::test_get_permutations_with_lots_of_mismatches	PASS	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::bubbles::tests::test_get_permutations_with_mismatch	PASS	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::bubbles::tests::test_midpoint	PASS	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::damerau_levenshtein::tests::long_common_prefix_same_len	PASS	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::damerau_levenshtein::tests::long_common_suffix_diff_len	PASS	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::damerau_levenshtein::tests::long_common_suffix_same_len	PASS	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::damerau_levenshtein::tests::longest_common_prefix_test	PASS	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::damerau_levenshtein::tests::longest_common_suffix_test	PASS	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::damerau_levenshtein::tests::same_length_shuffled	PASS	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::damerau_levenshtein::tests::smoke_test	PASS	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::needleman_wunsch::tests::alignment_includes_unmatched_suffix	PASS	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::needleman_wunsch::tests::bounded_alignment_rejects_large_matrices	PASS	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::needleman_wunsch::tests::test_gap_match	PASS	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::needleman_wunsch::tests::test_gap_start_match	PASS	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::needleman_wunsch::tests::test_partial_one_off_match	PASS	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::needleman_wunsch::tests::test_single_complete_match	PASS	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::needleman_wunsch::tests::test_single_complete_mismatch	PASS	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::error::tests::from_serializable_error	PASS	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::error::tests::into_serializable_error	PASS	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::script::test::shebang_bin_bash	PASS	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::script::test::shebang_env_python	PASS	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::script::test::shebang_invalid_shebang	PASS	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::script::test::shebang_struct_env_python_get_interpreter	PASS	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::script::test::shebang_struct_parse	PASS	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::syscall_arity::tests::detects_different_syscall_numbers	PASS	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::syscall_arity::tests::detects_divergence_in_used_register	PASS	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::syscall_arity::tests::ignores_garbage_in_unused_registers	PASS	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::syscall_arity::tests::six_argument_syscall_compares_all_registers	PASS	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::syscall_arity::tests::uname_ignores_unused_registers	PASS	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::syscall_arity::tests::verified_kernel_arities_preserve_the_last_used_argument	PASS	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::tests::default_and_available_backends_reflect_host_probes	FAIL	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::tests::dependency_probes_require_usable_paths	PASS	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	unit_tests	Rust	workspace_libs::tests::prototype_backends_fail_closed	FAIL	101	7.012	timeout 900s cargo test --workspace --lib -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-workspace_libs
frontier	strict	ptrace	integration_tests	C/C++	clock_determinism::clock_apis_are_deterministic_across_five_runs	PASS	101	0.814	timeout 300s cargo test -p hermit --test clock_determinism -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-clock_determinism
frontier	strict	ptrace	integration_tests	C/C++	clock_determinism::strict_mode_eliminates_native_clock_nondeterminism	FAIL	101	0.814	timeout 300s cargo test -p hermit --test clock_determinism -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-clock_determinism
frontier	strict	ptrace	integration_tests	C/C++	epoll_determinism::edge_triggered_delivery_is_deterministic	PASS	101	0.779	timeout 300s cargo test -p hermit --test epoll_determinism -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-epoll_determinism
frontier	strict	ptrace	integration_tests	C/C++	epoll_determinism::mixed_fd_readiness_is_deterministic	FAIL	101	0.779	timeout 300s cargo test -p hermit --test epoll_determinism -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-epoll_determinism
frontier	strict	ptrace	integration_tests	C/C++	epoll_determinism::multiple_ready_fds_have_deterministic_ordering	PASS	101	0.779	timeout 300s cargo test -p hermit --test epoll_determinism -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-epoll_determinism
frontier	strict	ptrace	integration_tests	C/C++	epoll_determinism::nested_epoll_delivery_is_deterministic	PASS	101	0.779	timeout 300s cargo test -p hermit --test epoll_determinism -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-epoll_determinism
frontier	strict	ptrace	integration_tests	C/C++	epoll_determinism::oneshot_delivery_and_rearming_are_deterministic	PASS	101	0.779	timeout 300s cargo test -p hermit --test epoll_determinism -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-epoll_determinism
frontier	strict	ptrace	integration_tests	C/C++	fork_exec_determinism::clone_vfork_exec_is_deterministic	PASS	101	1.332	timeout 300s cargo test -p hermit --test fork_exec_determinism -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-fork_exec_determinism
frontier	strict	ptrace	integration_tests	C/C++	fork_exec_determinism::exec_chain_across_distinct_binaries_is_deterministic	PASS	101	1.332	timeout 300s cargo test -p hermit --test fork_exec_determinism -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-fork_exec_determinism
frontier	strict	ptrace	integration_tests	C/C++	fork_exec_determinism::fork_exec_inherits_fd_environment_and_cwd	FAIL	101	1.332	timeout 300s cargo test -p hermit --test fork_exec_determinism -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-fork_exec_determinism
frontier	strict	ptrace	integration_tests	C/C++	fork_exec_determinism::forked_signal_delivery_order_is_deterministic	FAIL	101	1.332	timeout 300s cargo test -p hermit --test fork_exec_determinism -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-fork_exec_determinism
frontier	strict	ptrace	integration_tests	C/C++	fork_exec_determinism::multi_fork_wait_order_is_deterministic	PASS	101	1.332	timeout 300s cargo test -p hermit --test fork_exec_determinism -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-fork_exec_determinism
frontier	strict	ptrace	integration_tests	C/C++	fork_exec_determinism::posix_spawn_patterns_are_deterministic	PASS	101	1.332	timeout 300s cargo test -p hermit --test fork_exec_determinism -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-fork_exec_determinism
frontier	strict	ptrace	integration_tests	C/C++	fp_reduction_determinism::native_parallel_fp_reduction_exposes_low_bit_variation	PASS	101	0.815	timeout 300s cargo test -p hermit --test fp_reduction_determinism -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-fp_reduction_determinism
frontier	strict	ptrace	integration_tests	C/C++	fp_reduction_determinism::strict_parallel_fp_reduction_is_bit_identical	FAIL	101	0.815	timeout 300s cargo test -p hermit --test fp_reduction_determinism -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-fp_reduction_determinism
frontier	strict	ptrace	integration_tests	C/C++	ipc_determinism::ipc_patterns_are_deterministic_across_five_runs	PASS	0	1.082	timeout 300s cargo test -p hermit --test ipc_determinism -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-ipc_determinism
frontier	strict	ptrace	integration_tests	C/C++	mmap_determinism::brk_and_sbrk_addresses_are_deterministic	PASS	0	0.793	timeout 300s cargo test -p hermit --test mmap_determinism -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-mmap_determinism
frontier	strict	ptrace	integration_tests	C/C++	mmap_determinism::map_fixed_address_is_deterministic	PASS	0	0.793	timeout 300s cargo test -p hermit --test mmap_determinism -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-mmap_determinism
frontier	strict	ptrace	integration_tests	C/C++	mmap_determinism::map_shared_address_is_deterministic	PASS	0	0.793	timeout 300s cargo test -p hermit --test mmap_determinism -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-mmap_determinism
frontier	strict	ptrace	integration_tests	C/C++	mmap_determinism::mmap_reuses_unmapped_address_deterministically	PASS	0	0.793	timeout 300s cargo test -p hermit --test mmap_determinism -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-mmap_determinism
frontier	strict	ptrace	integration_tests	C/C++	mmap_determinism::multiple_mmap_addresses_are_deterministic	PASS	0	0.793	timeout 300s cargo test -p hermit --test mmap_determinism -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-mmap_determinism
frontier	strict	ptrace	integration_tests	C/C++	random_determinism::random_sources_repeat_across_runs_and_change_with_seed	PASS	0	0.530	timeout 300s cargo test -p hermit --test random_determinism -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-random_determinism
frontier	strict	ptrace	integration_tests	C/C++	signal_determinism::alternate_signal_stack_is_preserved	PASS	124	300.008	timeout 300s cargo test -p hermit --test signal_determinism -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-signal_determinism
frontier	strict	ptrace	integration_tests	C/C++	signal_determinism::harness	FAIL	124	300.008	timeout 300s cargo test -p hermit --test signal_determinism -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-signal_determinism
frontier	strict	ptrace	integration_tests	C/C++	thread_sync_determinism::thread_sync_patterns_are_deterministic_across_five_runs	PASS	0	1.141	timeout 300s cargo test -p hermit --test thread_sync_determinism -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-thread_sync_determinism
frontier	strict	ptrace	integration_tests	Python	hashseed_determinism::python_set_order_nondeterministic_natively_deterministic_under_hermit	FAIL	101	0.476	timeout 300s cargo test -p hermit --test hashseed_determinism -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-hashseed_determinism
frontier	strict	ptrace	integration_tests	Rust	thread_scheduling_fairness::bounded_buffer_producer_and_consumers_complete	PASS	0	2.461	timeout 300s cargo test -p hermit --test thread_scheduling_fairness -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-thread_scheduling_fairness
frontier	strict	ptrace	integration_tests	Rust	thread_scheduling_fairness::four_runnable_threads_receive_round_robin_progress	PASS	0	2.461	timeout 300s cargo test -p hermit --test thread_scheduling_fairness -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-thread_scheduling_fairness
frontier	strict	ptrace	integration_tests	Rust	thread_scheduling_fairness::rwlock_writer_is_not_starved_by_readers	PASS	0	2.461	timeout 300s cargo test -p hermit --test thread_scheduling_fairness -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-thread_scheduling_fairness
frontier	strict	ptrace	integration_tests	Rust	no_silent_skips::test_control_sources_have_no_silent_skip_markers	FAIL	101	0.415	timeout 300s cargo test -p hermit --test no_silent_skips -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-no_silent_skips
frontier	strict	ptrace	integration_tests	Rust	cli::backend_accepted_in_global_position	FAIL	101	1.594	timeout 300s cargo test -p hermit --test cli -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-cli
frontier	strict	ptrace	integration_tests	Rust	cli::bisect_help_describes_schedule_endpoints	PASS	101	1.594	timeout 300s cargo test -p hermit --test cli -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-cli
frontier	strict	ptrace	integration_tests	Rust	cli::global_position_rejects_unknown_backends	PASS	101	1.594	timeout 300s cargo test -p hermit --test cli -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/frontier-strict-cli
